"id","availability","description","hauteur","largeur","longueur","nom","prix_unitaire","reference","fournisseur_id"
"388",52,"OE5ZZZQZ2797P9YQ3P4A38ZZPA6QA84TY8YRSS3QQ1ZOYY2TOO7O3OPZ972OSOA7649ZP27P9ZAAROEE5ES9Z61Q6T9Q8152P57O73Z474Q6S1TOQSPOR74Y","172","116","431","Z6QT4OAT651SZPQ","202.25","2QP2R","1"
"531",27,"AP1O4939E2891OTR9YAO697RO314Q3Q5YP5QP9EY5REAPOPP11TO6R1Q7Z4ZR5Q4RZR64P9625Z6ORT1T83635ZATR49OO998489APZ477ZEY4S786PO1E55","484","113","280","5RT1R1TYE6YT126","239.73","QSPPO","2"
"538",70,"91YAZPSQQ492Y295Y9TZT6ZS6988TQY88T8Z1YY27RZZAA59Z7825R8S2TTAPTP7OR9PYOTT4Y18P985O2ZY9RA6Z2A1OZ4YAQOETTYS5635561YS3EO5OE6","381","258","141","1P41O5E31QR7ASP","156.29","PSAS8","1"
"555",58,"RP72Z1P658ZAO5A98E8YZ6Q3Y9R2P86EE2866S8E3R37A6E7PS9ER3E168A3869EZ66ZR76S7ES2AP95O981476RAPP6Q7TOQERSSQQ78A1P1ER4849E5A17","493","71","487","2OYOE5R1A6TQ48Y","406.46","74TQ9","3"
"499",51,"T51E567P7TPZ982Q5S65A92733826Q9ZOSE2P1SPS182POTR58POTE54E4Q3OO97P2R9ZSO4OES73A233QS27OEO33S72RTOTS99PPR2P4O57P93EY3E7TPE","222","332","121","P819R84ORPY1Y41","100.54","34Y8Q","2"
"83",60,"AZRER5914244ZE5EYZR1R18124ASP343TQ86YE4S9QP65257RYA481R63OQSR963Y3T7S64OZSP199YOEP1YPR18SZY8YQY5PT9RAP1S94SSTA5P7RY83SQZ","186","377","477","OSY9YOP64EE8Z42","179.26","48O88","3"
"493",42,"SQZY84535AOOR8RT2OTOAPRR74ZQ6ZTYZ8S54Q87EQ7722A4A1S789A9RSO165TP1QZS2239A6Q9O9SE5EQ3Y1285AEPEAEATZQ83ZTRSYEZYAZT22O7439S","256","462","490","TT36P963EQT19O2","255.18","AS92P","1"
"136",79,"QZOEEQAQA5A81PZAES6P5QYE5T91Q8Y9SEP3YR693Y55A2AET93P8RRO55P5ER35O8T9T395RS5A445R53PAAZ96Z9YE78Y82P2Y48741A4S36698EO6SZ78","263","343","420","2TYAO6S5O4QO255","23.1","36PY8","1"
"429",96,"ZAT2Q6PO67O4P6PT95S3SAR82A9625RYP6SRPY2TYQO564S2YQT354T37994T38Q56Y389OE6791R27OA8ZQE3681T5Y2YPZSR3ZA9Q27ASQ1T5PPZSOYAS7","284","55","195","QZ9RRAT66926P4A","48.7","Q9PY1","2"
"546",81,"A77194PP227S51T4RQ697E22Q7P23EZP9TE714414Q77T23Q13Q9EP1SP74Q88E9Q8O7Q3YERES3P8Z5RQZ386TEQ625Z7AR8E1Z7PZY9PA75OP75993P814","376","409","325","8ORS67QR1Q3TO5P","250.13","PR133","1"
"544",50,"OREQTO1194O533P3Y91OY3962ZY5RR1AYAQ6TSSEZ5ZPPRT1RR4E188OETR41Q5YA9PA9OQ88YZR7OT6QAEOPA3PZT48P48474P914ES6611R9Y3O55E17T2","469","304","492","S9Y5O25TQSY1OZP","49.9","416O4","3"
"644",57,"YS8P3277T3Q6142SZY3A9188Z7997RAE2P33Y251AR3PR4R6ZYS776AA53YZS1ZTR119Y3O55EO11P2REZ6SZTZ7ET4PE1QPEA8TES9EQERZ24P7O1QZZ66Y","296","299","73","OE87863R5AP6E1T","195.94","R4TQT","2"
"561",80,"TOEP9P5SA13E26YE6YYZ3898621OTP89RSA7PE4ZSTT7S4Z5YREP322Q5Q661Y5Q1E5R2578RAZR1PT4844T157519PRRTR8ZOTAE4PS64R9Y5O8SQ4P7PSA","447","396","327","P866TR8ESYR666R","257.99","2Z52P","2"
"532",32,"75QT4Z15SSY2Y5QYO12EY85QSYAR1OOT7Y59O4O19QO2OPE5S543AZOE1Z6AZ498ZZ11OY5YQE4416116ZAA5POQEAZPS9OZ3O47TZQZ6QP343SARZZ1821A","189","239","305","TPO3383332QTT72","346.59","52P56","1"
"23",12,"YSZ8827ST3E6516SA4924E67197PSERQ89778O3TYO3S396QYYZ8193E3TSRRZ17TES5SPA86Z5O88E573E433S94PY8AA213A9EAPSSQ49RT91PY347EQ3E","117","254","244","411P1PA21SSQP62","218.87","997EO","1"
"452",31,"Y4P19A4713Z7ET1RE215YAO4445SR42SZ426Q28OZ27QSS154EZPQAR2QQ66A2A388Q4E9ASRPEA77AQA4E67T63AS7YQ6ARTRE3R9EQ81EAS31PP6PR66AZ","106","359","342","PTYE7552OZS4S2O","160.64","38QS4","2"
"564",43,"RPTS3ERQ6R9AR1Q93T198E5QQ48S6P72P52389126612T32Y4591AY4EAQ442627RYAP2RAO613T77ZOY299A938ZP122A78R795O9TAQ8ZZ8A5P72P4ZYEA","444","244","204","9Q4R5O6RS818YOP","222.76","A357E","1"
"558",32,"Z918O91A49QQ3QQR3T459359O213Z41OT979AEO9O326S67SAPEP1SPSO7RZ92OY65636ZRTA94E786ES2162Z3AR8RE251Q9Y6Q4OZZQR9SY9EQP2R7952O","356","324","119","26556SPAR5RYRZE","63.94","PYP5Q","2"
"554",71,"S78R9SO9248TEOR6TZAS3E738OP8TT1REO54P8215PP2528ZQPE1RSS966Y54SOY7YSZZA14954S1AP58ATO8Y52Q3O373Q7529T5Z4S29AAYOO1S38OYPZ4","196","307","313","2YQ97AZZY27OZAE","146.88","Z737Y","3"
"547",49,"4QTSZ8EQ61Y2YQY7APSY8OY2R856111Z51Z9746QP992AQP843R16Z5ER6Y9A1E3277RTO6AZ8RS71O1PQE1Z8ZA42RE75PEAA85RT214Z1A675P67T9S3T8","302","431","105","PPP5SZAZ5ZOAY6T","179.5","R1ZR3","2"
"21",5,"537634556QRP7P12O19R493E46A59TYS437EET21TO5TPZYO68T8YY3RY5S2AZ47O362E8A5YZT1E9847Y4O3Y4Z8S3O854YSYPYTR15SPQTY4QAR34Z7434","30","328","74","SOST4379OR961A6","251.22","T33R8","3"
"535",19,"13SAZ8SQ18762POET82971A15PAT164PA8P27E3Z7E56PP7AY15YSQ183S23A55YEY193Z9P2ST798AY3YES74619ASR8R7YAY829211981Z5OSO7QS64773","463","300","149","664P8YZO9PPAZZ4","480.13","23R63","2"
"536",91,"96YQO2A21QE744ZPZEYOQ81Z38T1EPAR7E74T7ZO9T46Z395137ZPO2A29RESY86T5ZR5OSRZ6TZRAPO43S651R14ET6TOTT3T753Y3P5O6Q38AE8AS6T4Q9","102","461","110","4Y459178Q19SQA5","153.9","EP2ZQ","2"
"559",73,"EAZ8348RR9P71P45Q56Z82SZ31RSTE9PY33O6E3TQ2QP334ZPPO1P6RZS6592T3TOP9RRP629P55EOZSY72ZT3ETE512POS86TQA1A48O32Y6ZZ2O4ZZER9T","305","335","97","Q6555APQ894AO4Q","479.28","79AQ6","1"
"391",99,"7S8Q4O75721139SYZP72S1O11ER45ZYYPQSY6S9389P18O9R536339RZ4AP3TE8E41Z95QS3PS8R85AZOO224RE92OSYQ6R72ST8221SR6YQ22RPTYAZO62T","369","288","51","YRZS99P31PTOZQ6","482.38","O4RYZ","1"
"565",94,"OA25968TT692Z795Q8YO4P9456PRPO9PTT8P43O62934ERE4967436RTRZ5YEQPT9QOSSS135AR5R9PSEY3PE965ZZPZA5PP637P1RS52YQ6P4R81QA6QTPQ","279","209","80","556YYPAEQ88T6QQ","212.46","5SY9R","1"
"539",67,"TS5R66OTQ3PTO1T4P464OAE14YA6653268TPS7Z58RY8AY7ZPESTPPYO381821894Z9547O93A55YRP49T2A5O755A7A7YA59P15RE13O6A83E3A7ZYS8EZ7","214","79","443","O944ZS8O92QT5A8","207","S4Y2A","2"
"545",8,"A6P9Z7PO39Y62E8QO45OR1QOT7Z325O6OAA3SAQ61SE87PAE7OQSQPAYS5Y1Q89Q86AR88O7PY8A4EQPZY2Q1YE3EY8PSZO7OS8Z3YZR2ZAEY946Z237OA3S","89","359","421","Z8R12QY4OP8ETE9","98.69","7AZ6Z","3"
"424",98,"5SOAETQS4P632TORPY2ZZZ76E3T5P7OE72YPS5ZAEOYT942PRQZE6217Y85Y8SRSATT37OQ13T182POY6O5T353TS72635O4389EE8T9E32888E6599QASAP","232","475","436","4TZR58A5YTAZEZ8","108.45","EQP47","2"
"550",32,"RA6ZS358P2EZR138AOTE4Q6TQPYARYZ2E53Z6Y5PQQTP838R4A6A8373Q2SQZ75Z5O54R735S5OT52A7QY3O3364ZSZA73PE22YQ5YE36EZEAQ45ZEQEA18T","240","281","152","3R5T9Z7S6TTZ9Y2","411.68","TP9Z8","3"
"283",24,"3386QPA797P8S83ZE5871QY2SR5PZOZRORO7AO391Y3SZZ2E7T767Y3YRYY46AORO22RZOESPZ53YST3R57P5178RAZ7ER3P2EOA513Y2Q8SE7511QPR11P1","317","163","184","TO9APQ17A237954","370.84","P3SAA","1"
"221",1,"Q84R2Z2TQPA56POZ1O9YY6TAS4A1R679A58A6EYYA51283ARQ359E43AT9O34139T82Q3S65O33552TP25A4EQ4Y5YT36QQA99P65379QAOY3S25RO12ERRS","45","429","28","AE7QY9579Z441SA","59.18","QY7Q5","1"
"427",98,"5687S6YA2PEOERQERYY1431974OZ73TZ4T3ZPOAOEQ9PAE46434871PE91AA36Q7PPT1A92ZO9TTP8175S134Q288266Z89YT77TEY24OOOQOOSYTEOORSY4","460","51","448","T758R38Z4Q4371R","24.51","712AS","2"
"543",69,"AZ98ZO6SP431AAQ6EES2879SPSE5525TQY26TT844A4R67787YTR9Q3TAQ4OAP73Y33TE225TTZ42O68ZTOTP67TTEYA59Y11Y72747OA569SZ6P5A581435","416","395","124","4ASQZ358S5R83A7","228","4ZY9Z","2"
"556",85,"Z6O3Q6O3A49P4SER7894PYZS46ZY2S6872416SPZ1Y9Z761PA8366SZ5Q1186Z965YZA72S1SYPS89Y2RRYY3EO9T2744S81ERYEAT4S93OP5QRZR4ZQAA93","310","256","341","ORA3QPEQ521Q8O9","439.3","3QOZE","3"
"797",79,"A7Q8S84E2SP2S9R21S22971QR1T22286QZ2Y9P26367YT671594RP37Y13RROAEYQYE2RZQR9EZ6R4OYO42E6QPOOS94SPOT37ZA7AQ67Y9STAR5Z1TSA3Y7","140","277","226","437OYRRYRPOSP89","437.81","S8O7T","1"
"567",68,"83Z1TO51TY6PAE8TTZZPT2432O9YZ81QPR7OYPROTQ136ZYSSQP676T5YOOTRYPZT42Z85A5P4E631QA6T9Y16ST11ZYRYAZZYZS8ZYP52TYS7866PQ7YQ52","160","488","79","RR2Y2POQ7Q2A3AR","242.99","74Y8P","3"
"812",40,"Une belle description","100","100","100","Un produit","10","PROD","3"
"808",34,"ZS3199R72PAR79Y7TAQEAZPS95SP8YPY25R5ZYP12Z31O1POYQ3TA1PE6SET6ZO91Q2464Z1A6252Q1P88R6AQE33A38S258975E9Z48SS7AP39EO8Z6E3QT","74","115","183","11Z121OZT51R9SE","489.96","RY3S5","3"
"1044",50,"9Y39Y8158E845PYOYR8Z7OQZ6596AQ385ZEP8P3ZSPR83586TZ9Q322A77SS79E25SOYZ7A93Y2P2Y4186113QPY4Y7YZQ4Y6R4636ZEP27SZA2Z5ZR9AQ3E","219","108","305","353RE771A6YZR1E","375.1","62EQ4","1"
"744",75,"1OZ8Z67T17YESTZ3EZSQOSS963AZE3E72Q9Z5T928ZE1S1O5AE98SZ2P6T67174QSS3246AA34R1O345P385ZTAZS1O93Z9E8QZZ2O47ZE599751REY86R21","73","310","254","O76Q133557O3P1Z","94.7","67747","1"
"730",63,"Y58OQAS68O62QA759YQE86SYZ2Y3EYTPSE36R64ZE3ZP1PS7319OO7T4O48S312R6ESQO2PPA6QO6P82Z24792P5Q3PPR6P5P3489RO5ZTZQ16A175PEQSQ4","228","220","243","36Z94OZPQSS49OY","254","YO9EA","1"
"426",52,"S8415Y1YQ73Z3YO96Z6RSAA32A55EA9PPY8PO6RO9PTESS1TPZOAO84912993194A25Y5Q8Q19YSR3YQPZAQR9ZO5RS3QE39PZP1Q7R5OR54S6Q67QYO4768","315","447","140","Y3PR22Q8RO9SAPQ","170.9","8PAOQ","1"
"1024",99,"Une belle description","100","100","100","Un produit","10","PROD","1"
"646",63,"Y1T87Q1RO5Y7ZY2E82YE139AS6P9P28S446693AQ7888ZYYREQAP68521Z4O4O671QZ542E71Z9Y81P7AT145R497AY66TQO1OQT8R5696TY984Q8TETY7A2","119","237","446","P4E13S965O1YP93","103.41","45SPP","3"
"805",69,"P21272Y96Z421TS294E38TRARARRS6O9TTP2ZZ11TT7S771P4PT8S53PR11PSY6EPA89T3OS7QY5TET62REPQZ82REZTQ81P3AQ8QPTOSS64SAZZ226QEOY2","293","162","426","R1RZSRA9953E733","386.56","R4Y18","2"
"826",59,"O27A7Y2622PAOQT5P248E132Y95YQ4OS5O37S2EOSS29STR177OZZ24TO1P95516TRTY8P8Y65PSY68498QTQ6282RAA241ZAAAZOZY5OT7Z7Y7TQ9Q6A2OO","76","32","385","T139S7692E91Z2T","183.8","QA779","3"
"960",88,"Une belle description","100","100","100","Un produit","10","PROD","2"
"735",31,"1965T6Z88QETA1O366OP7YQ8T8QY1P194Z1413R8563TQR3S657PP8OTOT56TYP5TPPRQZ41P91YTYZ77TS4Q4A7O6PA4YYRREROY13S37SP6OYPT951Y427","253","419","89","3184YS5S3228EAA","310.8","A341T","1"
"857",80,"9YOTYT7SA843REQR3E1RP2TQTQR62T5QPSQYQA3O36EY69TAPZ3Y66AORSRZZR31E88E8146TTR88P62689T28259P9O4AAA6TT485SAE1A6P1YAPZRTSSET","264","358","152","9ARS24Z42OOS1P3","131.88","Z3P86","2"
"1041",45,"Une belle description","100","100","100","Un produit","10","PROD","1"
"907",69,"Une belle description","100","100","100","Un produit","10","PROD","3"
"810",88,"PZTQQ2715S914SQP4PT8A1E6YE3SPRPAAZ5O82P8YSQZQ629792Y5P42TPA8S5SYZ7QYQR458E7PEE3Z73A2YO6QTQQ5OPTO639685SZ71EEO67PZ97TRTTY","323","210","116","AA78PR27YQQ5Y39","480.7","27SYT","2"
"913",58,"YE3S9Y3PAYE41QTO4598Q5AQ4E95O98Y378T11Q6RR7T933O615165SPS2322Y511Z2SP6ZR34R6R5Z6E1RO2Q4Q165T1E9ZS61PE18RPZOO4E9A4T3R7AYT","306","105","431","YY265A19QESOS3A","475.6","OZ4RT","1"
"741",7,"322T8T6E55QZO33A7TYQ8ZEA5ZAO64SA1A6RYR1YSEAR5Q2P6SZ8Y1Q929P2YQ8RAPQT2YPY47R78Z4YP3QPE4958236R8Z8E7Q7T5Y14TE99AS73O7PT9ET","481","168","408","E3SYP344ZZ59Y42","20.1","OT13E","2"
"910",21,"AR9S4AQY9TQQE7253RT3RZ2EQZ22T2Z4SE7A97TQSYRQZEP4OTY1TP9R7Z856YP8ASY31Z338PQQ5EAZOT225EQR287A2Y1971QZ61S96TO1ZA3S83T115ZE","485","23","365","P261TP282TPRSY6","486.58","3YQRZ","2"
"815",100,"RZSZRO216OSE74Y9Y11RY53P2SS4PEP269TQ19Y21A21RT34429Z8YQEZO744R38Z9PPEOYA92P729A9O329TEPSZ9956R4YQEE9YA38S3333Z91E6RRS816","64","108","56","41916RT7ZQO1S2Z","389.48","3PA6E","1"
"820",72,"E1EOQ3OYYE89TZPPR2261Q4ROR1Y2TE4Y61ZO6A5T72A899Z3QAA485Q8ES8T3R3S5ETE4E8POS1QPZ9AY2R4SOY77Y9YYA79AQ933E623T3ORR7YYA21R3S","248","204","281","P27A1SQ8PZ7EETO","64.12","6E1RT","3"
"973",76,"AT5P4OOZ9ER34EZ6P4ASZAR1Z3Y94RO974PZ35YE43QA9AQRQZOAOOTY5TY4EY17QYT927356R7Z7A7QA5Z1YQEES398QY3O1APT2SZ9TZ35E1E4STO3YRQA","156","461","339","P439E17OEA53155","306.92","ZO97Z","1"
"916",8,"4P9P9Q49O17577YTA9A6A568Y6T456RQSST94223TAY7EAYAAQ4O2TP76SO9TS9Y25Q4AYP3YO1A3A81317ZZYS8Z677A148OA99PE6PO6ZT7P9AES313O2Z","48","432","130","P82R74Q43Z61SYO","293.25","87QAZ","1"
"732",60,"56RE11A458RP7SS7Z7PEZ6Q16Y7P4Z94Y9SYQ3O1QS1965S15653QSZRQTQPOT1QOE6Y73P1ZR5T8Q5QRY646Q7E699R9PQ94YESAOA7SO3T64EOEA4A7Y15","439","161","326","R96AT6Q39REY1T4","306.3","SQ2Q1","3"
"76",46,"OP3Z6TZ4PSOP2EA1O5Q262AP58OOETR83O7R52Y62TT18TPAT1OETA4O8O1TYO989SZYSTTZP898P4QZZ29OQRO41O968P16T19PP78OQZ2ZT23QS5E3AA16","337","358","88","23QT391OO2O24TZ","342.8","S24ZA","2"
"934",16,"AQQT711PEY4547R9OYR939Z847SQA47TPES9TP9785E1O9EZ395E886OEZ39O1Y9617R9AZ9O3SRT448SEO7S827TSEAPRTY3OAQA3Q86O7345527532Q482","360","145","161","A6Z663Z489A95O5","266","ZY254","2"
"803",33,"SOP5T59TE5TST1SYTS3EY8YS66Y55QTQO87822OY93ZZ6TY411OYPER3T7T8TQ5OS29T42TTR6AEEAPA7PO5615RSQQP1Z157P35R1S9Z98STRZ1T79OZZ5S","213","284","399","9TEQ2ZYZ7A22PA3","369.26","AA1S2","2"
"925",40,"334O6P12ZTE211A619SSQR6E77QPR214157P5O75R8OO3Z1RY7RP1RT695Y5RR1RTZY3ZEY5ROER487A2ZO6R357T8S3O4Q72E7Q63PZPPAETPYQ7Z2P1RYE","83","329","449","OP53O62356EE18A","44.72","7QZT9","3"
"968",59,"TS4394SOE9YYS4EQ6A27T4EQRQR728STO6QT5537Q77936YZT53T72SEZP86RO68PZ9ZA5AQ59RYPT9Z8Q42128Y2ZP51QY5EQRA2YT58AQO56449YZ73232","62","391","200","YT1T7YPZRPSQSO8","92.29","57TZ9","1"
"490",17,"3STPSZ8Q7323S7TZ888YP169Q2R669Y3AYEO664E9OTT5ZSSAY51R6O93A94Z1T6ROSZE4R8Q2E491SQ2551TR4OAZY5SO14ZZO85ORSSET5E7Y852ER59SZ","424","276","242","ZYRE1YQZO6ORQ3E","173.53","AZO94","1"
"89",26,"Q42RZ5YE9PE4EPA78OY61SAPAZ5R7S9SA14ZP18A632Z198TE476ROE619TAA1R81ZA1553Z9PRSY626QZ78Q931QZ9O9S7Z77Y77E8YS5E422PZ7Q5OO3O2","354","168","90","TASE821O6R9Z277","435.14","3ZT42","2"
"806",100,"9582Q76444RTA2Q914E8ZPAARE61PO165RPA678OO4OPEO1R3Q1A27T8663ET76Q699E2891QQ996Z696R118TR3ZEAR2ATE58RA2RQR3QO4T5A3Z4OYYAZ3","319","73","110","PR89E3AAQ6ROYE3","88.41","8A8TQ","2"
"1013",99,"Une belle description","100","100","100","Un produit","10","PROD","2"
"1012",72,"YY3ZZOR26Y3649TS342E417332QZ9871QS3PZ61R3SSER39RO6QPER4R466AY48O51QE6O6Z576Y3Z7P97O4YO5E9R73ZTARR996EOA4P6S3523AQA3OO961","44","405","244","76ZTOYY93S5R2AT","35.11","T9QOZ","2"
"656",74,"Q361445OO98SP83EZ725P43OP93ZZ6Z5963OY19TQ1A3TSAA7EYAS1RQ3A8YS44T1EOY3S3YOSTP62Z113ZS7QE8ZAS95R28456T6Q71A271Q3QA65SR19OS","292","364","30","Z7T4731S8PPQ6YO","491.3","3S8Q2","2"
"1051",70,"Une belle description","100","100","100","Un produit","10","PROD","3"
"964",88,"12Z7SO8PT58QSQ311Z1YYS8AAE7TR21S4RO98ZQS9PO1TYS8234EYR6SR4EPE5QZQ6Y86RPO45981YO1YEAT1QYSPPES9Y6SQ128TP4A9O566953E6OTZ749","402","463","302","42A5T31RQ6P345A","226.87","ZSYY9","2"
"563",54,"R66257QPS72Q3AOYO5P8QO427OOYT24AZOTQ72Y71928S1264RYAR3AY59P39ZZEAS35YE8T68RZ6EST883T3Q759YA5SY7189S3Y8O3R5EO2214ZA7943E2","248","336","431","79133R3Q7TYY3S2","491.6","23Q8A","3"
"575",96,"S9YP6E7A8TZY9344TA4T81RQA3AEASOZ5RE7O31151Q5ZPQ6SOTO81AZ7ZO4RS2A3OQQ5AOOO9YASRR74R6R29Q315AT5SST65ZR4192EZEZS7A7Z685Z8Z8","424","326","495","47PE31Z9Q1Z3E53","316.21","Q9PE2","1"
"542",36,"55AT142P5PAA9YAZ1339Z2ZEZ93PA365Q3Z3Z74ZPR6Q93232Q56YP3T4QR16E25ZSO15YY45T2R7298A5Q796YP8825613T7TS22ZYO2Y6Q929S9ZRPOPZ6","405","278","341","SQ7TT44T8658ASS","92.83","S51PQ","3"
"606",28,"T65SQZQYETSO4E5Q95P6ZYAP2RO6ZERQ69O8Y98AOASPZ18T5TY1E13T92E67434O4YZZAZOTE46T363P1Z98E7ETO6472ZYYOP4E864P4744E4ROZYQS2R1","387","188","55","A9EQSR7Z46412Y9","264.7","33P4Y","2"
"586",37,"2AY4PR9482SYA8P31POTA3ER832E2SZSS7AQOY5E7411YP2Q9ZRARAP4E2225ROQP8R73TQ437TYZP6EQPZY5924ETROAP875O26PY7AY31T4A3A3752922T","320","325","164","97SAZZ332E1T45Z","491.8","4ZEE2","1"
"706",9,"O72S2Z1Z78E56AP252R78AZ743Q56S9Q67OAA4ETZSA9ZRY35P317AYYY7PZEEA382TYQP2SP6S9AO7Q16Y81E2O8S13YTE3P6SSE97Q56PQO3RRRQ5TT6OE","221","325","124","Z7ESEA6ETA3Q8T7","59.6","OZAY9","3"
"598",29,"YA2PQ5AE769E162489TAZZOR1OEYZZ7P9SYZPPRYQ87E8QQ9TES355Q37AE3Z4984R5OT6ZE5T594A5OS769T8RS5EZRZT32ET8P5Y3REEZ5YY7R4PEZRA6T","273","401","286","8E15RSA8YE156YQ","103.16","4564S","2"
"569",56,"5EO7OE98S7R9YQYQO4RP46S4A8PS44Y14A5SOZR7ZZQZOS125EQ73EP6SZZY2Q44Z54O1T21Y77536E66O56OQOPA3O5913PE2418QZ3S339AOZO4O24SE78","362","329","105","6P441PO889AA4T5","104.25","Y57Q1","2"
"582",17,"TOOZ5S1Z97AY295Z664SQTPQ55ARQO4SS45PASOZ3P2ASA92E5YQ6SS7Y8RAZQ2YP68SR7YT117O113Q8928Z96QYRSTAZ655OE4O3PPQQ68P4ESOZ9PAQYO","312","64","461","QSEE94OS82868Q9","438.58","4977S","1"
"568",79,"P15S62S5EYTSPE3E6PZP7475RYZ65Y8PA9ZAEEZZ82YSEPQP84EP28ZA816OAPPR4T9O36Y774RAO2Q81E4694217O275Z1YOSS64OZ61OP6OT3O78T63YY4","336","59","138","3EQEP1E9ROQSEY7","411.44","752E2","3"
"590",15,"POTZYQPRO84E2TPEE5RT31EZ1PAR26ARPZPT58ARQ36976REP4Q8OEATY156YZZYSEA1917ZP74455ROQZZQ6126RZP98P4Z4A9AO5S8EPO4PS4Q9673YRY2","453","464","343","QA5RAYYAEP46A4O","127.8","16S11","2"
"523",87,"349Q99151AS37P55S24187A26PO998AO7OYET2SZOZRA3R88A5YE1YZTAZESA42PP18Y7R16994QZR2TT9QYEPPE49P325PR4S2ZTZAT125T7Z1OQ9812TO3","473","236","358","15A1P9OOE179TY4","154.97","AOYZY","1"
"577",11,"1798Y15R6798R917EQ42454E737R9Y46R99AROQQ678562PZAA5Q9162Y769TQ28YEY2OOSOZQRP1TQ5Q8Y1323165TA5ZSR1O858397ZZZA7PYTY382597P","296","252","99","489S32YRSQ6R49P","423.4","TY8SY","1"
"402",29,"4T2A6YEY3R7E8YYA6616E16Q5Q7E85ZQE49TYRP63ERA2P87Q6S39R1TZ74PZR67E43R891Z16A4ZYRTY47S1E967EZ13EY516E41TAAA6P5Z9PO8EO69S4O","234","174","220","QYRTT1579AT2633","349.3","EP2A3","3"
"605",50,"P36Z12YS5RZAT4RE498ZE1R66Q28O43S2AE1YO9TPTEQ6Y615534Y9P1S8Y6AE987PS7QP91T8355QYZQ23A15Y53ZY33A5A9O165PY7A8ETS4YZAZTQTPP7","249","225","418","Q56A7A72O5SZ8R9","175.54","213Y4","2"
"608",76,"458Q9O868QPEZY9EP928754RR7Q7Q6782E68R997O4EA51QPPOZQRQ321ER23P92QO6T14S6PQYRTPSSSE7R3O372EPO8PY4R15O3829R8QAQ783O9PT34TT","353","285","312","471ZYT7QE252AY4","93.64","34932","1"
"593",37,"PZ898PR667RQ4PZ94181ZO45ZZ6O2A62Y2S1159APP6242YE9179ORO9O8Y2992R3SS4A5Z72251P75RY61Q1TSAQZ413ER22Q1ESPY6AYR2396552EA7E34","392","497","70","PRPER39APAP384R","195.72","A68EE","2"
"397",55,"69Y1O7RT5Q795E4TYOT1R962OYO146T3P8SQEQ2A85E3T3QQS4OQ7T2E2O2R9988T8OQY89QR62R381OZ6Q778Q23SP33A52PASROA2AEP79P8TQPA199271","178","92","112","Y183R18ZE1ZS6EQ","311.81","S1R9O","1"
"601",29,"32921155TTS3Z2QAT7886EREA5Z5QTTEEQQYQ7963RT2O4947R4AO52TS54Q23YS6TAT8R2ETTOY4O9E283532R9ESZQO68ST62R67PP8QE7QPQQRPS5248Y","326","273","24","ZZ476PAE8QS75S8","402.55","TY8TP","1"
"734",10,"SS41QOSA5RQ8ER7TTE28OREA69S9Z44155SEOAA5PE4STP3OA25742AA5S52Y5QQAO2EE74E39ZP4YE93AOZR651E96P14T1R5R11Z28239S7PA1QO93RY1Q","69","25","232","ZZRY4T2925TSO5R","121.13","OZZE3","3"
"541",95,"RTPZ7ZA834Z5E938ESZQY1ZYO4A7S9R6T46Z5E5Q3ZA7SO92EY86Y6E5YY3Q51P5Z7936ZARY6QPYS7ST9T2O58121TESA9YR69QYOET1QY8PQQEYR5A868S","472","326","118","P75AOPY68Z1T1PP","252.64","6OSYE","1"
"572",19,"PQ462ZRSTPTZE22Z81O187ZRRZP6EZ6YZ61AZ6AP4TYZO374Q2QQ4PYY8Z5R7PTP9ZSSY79P4Y7P8Z4OSPS2ZSY8S37R9Z559YPP21651Y6ER8O9A69Z9E2Q","277","256","120","P7TQQPR63242A7R","164.8","359Y2","2"
"584",62,"T21ZTQ4S29RE98TP3T967Q442EPQ14E2377386RA6R59QET52EO9O7YREE1652PO3R3Q4OT1O85YPP1AP9SY96Q822A8Q8419QTZOTAAOR5A143TYRSZQ8RS","197","417","240","YO981AE9EY2OEA1","390.92","5STQ9","2"
"600",11,"Y4OYQO39921R8228QQY981854TT228S14OEY17QTR35363E3QY54YQOQ228PQS9A53Z279PQ4SRT61S814PYR6Y7Q86758P57EO3516TPPY9547586A28649","228","60","375","SA8YQASZZSZT685","488.91","OZ9ZQ","1"
"253",2,"37ZZTQ9P435P174Q3ZTAO78TZ7924AO2ZQY7RST6OQY5R27A4657972Q2R6S68Z4E726RPYOQQZZP8PTQAEPYSE994ER3TQE44371AE5QE3A6A92E1YOPQAA","439","89","311","AE536TEY6YQSR9O","203.65","E67YY","3"
"591",66,"ROER3ETPZPSO6PEAZS66S5P91OY692TA9R12ZTTA3ZTSYY3E1Z322O2RPR8YYSE7T36TSSAT238A5ROO364TO66QQ2R8RY2RZ16QY77Z13PE2T29419893T1","262","449","480","44966ERQSZ58QRT","172.56","QY69P","2"
"533",39,"6AEP4ASQA61O272393Y24QOTR227EYRAYR951T2QP2T5AAYY9RE75AY4R6TO4P9AA9QO9Y3O86O66338SAT6YRESTTPQ93Z3R52ZTPZP5T6842R2S7S42EY2","386","244","388","35Y2ZEP851Q5437","145.74","34O7P","3"
